EVMSSELDIPhaseIIUnProcessedData,5/31/06,unprocessed SELDI bioprocessor output from EVMS (EDRN Site 92) for bioprocessor plate 1,compressed/archive,compass3\seldi\Secure\SELDI Phase II\Data\EVMS Unprocessed Data\EVMS Unprocessed Data.zip,EVMS BP01 Unprocessed.csv,1,1,110,"(142) & (65, 75, 83, 88, 92, 108, 131)",16,n/a,17,3,2,3
EVMSSELDIPhaseIIUnProcessedData,5/12/06,unprocessed SELDI bioprocessor output from EVMS (EDRN Site 92) for bioprocessor plate 2,comma seperated value,compass3\seldi\Secure\SELDI Phase II\Data\EVMS Unprocessed Data\EVMS Unprocessed Data.zip,EVMS BP02 Unprocessed.csv,2,1,110,142,16,n/a,17,3,2,3
EVMSSELDIPhaseIIUnProcessedData,5/12/06,unprocessed SELDI bioprocessor output from EVMS (EDRN Site 92) for bioprocessor plate 3,comma seperated value,compass3\seldi\Secure\SELDI Phase II\Data\EVMS Unprocessed Data\EVMS Unprocessed Data.zip,EVMS BP03 Unprocessed.csv,3,1,110,142,16,n/a,17,3,2,3
EVMSSELDIPhaseIIUnProcessedData,5/12/06,unprocessed SELDI bioprocessor output from EVMS (EDRN Site 92) for bioprocessor plate 4,comma seperated value,compass3\seldi\Secure\SELDI Phase II\Data\EVMS Unprocessed Data\EVMS Unprocessed Data.zip,EVMS BP04 Unprocessed.csv,4,1,110,142,16,n/a,17,3,2,3
EVMSSELDIPhaseIIUnProcessedData,5/12/06,unprocessed SELDI bioprocessor output from EVMS (EDRN Site 92) for bioprocessor plate 5,comma seperated value,compass3\seldi\Secure\SELDI Phase II\Data\EVMS Unprocessed Data\EVMS Unprocessed Data.zip,EVMS BP05 Unprocessed.csv,5,1,110,142,16,n/a,17,3,2,3
EVMSSELDIPhaseIIUnProcessedData,5/12/06,unprocessed SELDI bioprocessor output from EVMS (EDRN Site 92) for bioprocessor plate 6,comma seperated value,compass3\seldi\Secure\SELDI Phase II\Data\EVMS Unprocessed Data\EVMS Unprocessed Data.zip,EVMS BP06 Unprocessed.csv,6,1,110,142,16,n/a,17,3,2,3
EVMSSELDIPhaseIIUnProcessedData,5/12/06,unprocessed SELDI bioprocessor output from EVMS (EDRN Site 92) for bioprocessor plate 7,comma seperated value,compass3\seldi\Secure\SELDI Phase II\Data\EVMS Unprocessed Data\EVMS Unprocessed Data.zip,EVMS BP07 Unprocessed.csv,7,1,110,142,16,n/a,17,3,2,3
EVMSSELDIPhaseIIUnProcessedData,5/18/06,unprocessed SELDI bioprocessor output from EVMS (EDRN Site 92) for bioprocessor plate 8,comma seperated value,compass3\seldi\Secure\SELDI Phase II\Data\EVMS Unprocessed Data\EVMS Unprocessed Data.zip,EVMS BP08 Unprocessed.csv,8,1,110,142,16,n/a,17,3,2,3
EVMSSELDIPhaseIIUnProcessedData,5/18/06,unprocessed SELDI bioprocessor output from EVMS (EDRN Site 92) for bioprocessor plate 9,comma seperated value,compass3\seldi\Secure\SELDI Phase II\Data\EVMS Unprocessed Data\EVMS Unprocessed Data.zip,EVMS BP09 Unprocessed.csv,9,1,110,142,16,n/a,17,3,2,3
EVMSSELDIPhaseIIUnProcessedData,5/18/06,unprocessed SELDI bioprocessor output from EVMS (EDRN Site 92) for bioprocessor plate 10,comma seperated value,compass3\seldi\Secure\SELDI Phase II\Data\EVMS Unprocessed Data\EVMS Unprocessed Data.zip,EVMS BP10 Unprocessed.csv,10,1,110,142,16,n/a,17,3,2,3
EVMSSELDIPhaseIIUnProcessedData,5/18/06,unprocessed SELDI bioprocessor output from EVMS (EDRN Site 92) for bioprocessor plate 11,comma seperated value,compass3\seldi\Secure\SELDI Phase II\Data\EVMS Unprocessed Data\EVMS Unprocessed Data.zip,EVMS BP11 Unprocessed.csv,11,1,110,142,16,n/a,17,3,2,3
EVMSSELDIPhaseIIUnProcessedData,5/18/06,unprocessed SELDI bioprocessor output from EVMS (EDRN Site 92) for bioprocessor plate 12,comma seperated value,compass3\seldi\Secure\SELDI Phase II\Data\EVMS Unprocessed Data\EVMS Unprocessed Data.zip,EVMS BP12 Unprocessed.csv,12,1,110,142,16,n/a,17,3,2,3
EVMSSELDIPhaseIIUnProcessedData,5/19/06,unprocessed SELDI bioprocessor output from EVMS (EDRN Site 92) for bioprocessor plate 13,comma seperated value,compass3\seldi\Secure\SELDI Phase II\Data\EVMS Unprocessed Data\EVMS Unprocessed Data.zip,EVMS BP13 Unprocessed.csv,13,1,110,142,16,n/a,17,3,2,3
EVMSSELDIPhaseIIUnProcessedData,5/19/06,unprocessed SELDI bioprocessor output from EVMS (EDRN Site 92) for bioprocessor plate 14,comma seperated value,compass3\seldi\Secure\SELDI Phase II\Data\EVMS Unprocessed Data\EVMS Unprocessed Data.zip,EVMS BP14 Unprocessed.csv,14,1,110,142,16,n/a,17,3,2,3
